order_id,customer_id,order_date,order_amount,payment_status,order_status
O0072,C017,2026-08-18 01:00:00,14867.39,paid,shipped
O0073,C043,2026-08-22 03:00:00,10563.81,paid,delivered
O0074,C097,2026-08-14 23:00:00,1759.43,paid,delivered
O0075,C040,2026-08-12 03:00:00,14658.00,paid,shipped
O0076,C085,2026-08-16 07:00:00,21257.23,paid,shipped
O0077,C072,2026-08-12 03:00:00,19182.84,paid,shipped
O0078,C055,2026-08-28 17:00:00,24375.39,paid,delivered
O0079,C079,2026-08-22 20:00:00,14139.12,paid,delivered
O0080,C085,2026-08-27 22:00:00,7051.47,paid,delivered
O0081,C090,2026-08-25 09:00:00,23076.67,paid,shipped
O0082,C024,2026-08-28 04:00:00,14373.87,paid,shipped
O0083,C019,2026-08-24 20:00:00,24308.35,paid,delivered
O0084,C068,2026-08-07 12:00:00,10784.90,paid,confirmed
O0085,C048,2026-08-10 23:00:00,8446.38,paid,shipped
O0086,C007,2026-08-05 05:00:00,18982.68,paid,cancelled
O0087,C011,2026-08-09 14:00:00,16716.50,paid,confirmed
O0088,C057,2026-08-14 08:00:00,5780.44,paid,delivered
O0089,C045,2026-08-14 03:00:00,7438.54,paid,delivered
O0090,C063,2026-08-17 21:00:00,8055.28,paid,delivered
O0091,C077,2026-08-02 00:00:00,5507.37,paid,shipped
O0092,C098,2026-08-09 09:00:00,8538.00,paid,cancelled
O0093,C096,2026-08-14 05:00:00,3664.05,paid,confirmed
O0094,C030,2026-08-17 17:00:00,20916.18,paid,delivered
O0095,C010,2026-08-13 23:00:00,1535.41,paid,delivered
O0096,C010,2026-08-28 10:00:00,14605.10,paid,confirmed
O0097,C091,2026-08-21 13:00:00,7592.12,paid,delivered
O0098,C042,2026-08-06 19:00:00,11771.37,paid,delivered
O0099,C047,2026-08-03 13:00:00,21188.87,paid,delivered
O0100,C076,2026-08-13 16:00:00,2425.85,paid,shipped
O0100,C096,2026-08-11 07:00:00,8659.18,paid,delivered
O0102,C066,2026-08-21 03:00:00,13498.82,paid,confirmed
O0103,C100,2026-08-12 11:00:00,18319.79,paid,shipped
O0104,C019,2026-08-08 03:00:00,4086.88,paid,delivered
O0105,C078,2026-08-05 20:00:00,2345.16,paid,shipped
O0106,C060,2026-08-25 18:00:00,19115.99,refunded,cancelled
O0107,C073,2026-08-21 20:00:00,24669.03,paid,delivered
O0108,C081,2026-08-11 04:00:00,11273.19,paid,shipped
O0109,C081,2026-08-10 08:00:00,14988.78,paid,delivered
O0110,C010,2026-08-10 14:00:00,11570.89,paid,shipped
O0111,C037,2026-08-03 20:00:00,21673.13,paid,confirmed
O0112,C079,2026-08-20 16:00:00,9918.82,paid,delivered
O0113,C095,2026-08-29 01:00:00,11517.48,paid,delivered
O0114,C084,2026-08-07 10:00:00,15321.64,paid,delivered
O0115,C008,2026-08-15 03:00:00,20367.69,paid,delivered
O0116,C092,2026-08-03 16:00:00,16329.11,paid,delivered
O0117,C091,2026-08-15 14:00:00,13338.68,paid,confirmed
O0118,C047,2026-08-12 09:00:00,9990.71,paid,delivered
O0119,C087,2026-08-20 01:00:00,19835.06,paid,delivered
O0120,C009,2026-08-11 03:00:00,14169.10,paid,delivered
O0121,C033,2026-08-24 21:00:00,24127.05,paid,shipped
O0122,C020,2026-08-11 02:00:00,14776.12,paid,delivered
O0123,C045,2026-08-10 20:00:00,17611.76,paid,confirmed
O0124,C077,2026-08-23 02:00:00,8083.76,paid,shipped
O0125,C043,2026-08-27 04:00:00,16916.85,paid,shipped
O0126,C095,2026-08-22 16:00:00,2788.60,paid,delivered
O0127,C066,2026-08-12 00:00:00,9382.64,paid,delivered
O0128,C028,2026-08-11 15:00:00,5203.13,paid,shipped
O0129,C010,2026-08-10 03:00:00,12937.40,paid,cancelled
O0130,C095,2026-08-29 16:00:00,1423.81,paid,delivered
O0131,C099,2026-08-20 04:00:00,15131.54,paid,shipped
O0132,C024,2026-08-27 22:00:00,19390.90,paid,confirmed
O0133,C022,2026-08-24 14:00:00,1569.46,paid,delivered
O0134,C093,2026-08-08 14:00:00,15458.59,paid,shipped
O0135,C058,2026-08-08 17:00:00,6358.63,paid,delivered
O0136,C025,2026-08-12 21:00:00,23703.69,refunded,cancelled
O0137,C099,2026-08-10 12:00:00,12820.21,refunded,cancelled
O0138,C021,2026-08-27 06:00:00,20129.85,paid,delivered
O0139,C033,2026-08-02 20:00:00,12273.47,paid,confirmed
O0140,C014,2026-08-23 16:00:00,21352.57,paid,shipped
O0141,C098,2026-08-06 08:00:00,11507.32,paid,shipped
O0142,C056,2026-08-03 07:00:00,20508.23,paid,delivered
O0143,C004,2026-08-14 01:00:00,10212.12,paid,delivered
O0144,C050,2026-08-03 11:00:00,6000.20,paid,shipped
O0145,C9999,2026-08-27 22:00:00,16423.04,paid,shipped
O0146,C018,2026-08-02 09:00:00,22975.21,paid,delivered
O0147,C018,2026-08-25 22:00:00,11992.20,paid,delivered
O0148,C011,2026-08-01 08:00:00,5782.54,paid,delivered
O0149,C094,2026-08-20 16:00:00,10868.74,paid,confirmed
O0150,C031,2026-08-10 03:00:00,1668.86,paid,delivered
O0151,C080,2026-08-15 02:00:00,3215.02,paid,delivered
O0152,C077,2026-08-18 00:00:00,15981.90,paid,delivered
O0153,C092,2026-08-05 09:00:00,11015.35,paid,delivered
O0154,C031,2026-08-19 13:00:00,5088.19,paid,delivered
O0155,C068,2026-08-12 02:00:00,23857.39,paid,delivered
O0156,C065,2026-08-18 00:00:00,10065.12,paid,delivered
O0157,C082,2026-08-13 11:00:00,6713.43,paid,delivered
O0158,C009,2026-08-12 07:00:00,18456.06,paid,confirmed
O0159,C099,2026-08-19 23:00:00,19037.63,paid,delivered
O0160,C046,2026-08-18 10:00:00,20429.97,paid,confirmed
O0161,C100,2026-08-22 14:00:00,24529.07,paid,confirmed
O0162,C024,2026-08-26 04:00:00,2044.96,paid,delivered
O0163,C059,2026-08-02 09:00:00,5437.98,paid,delivered
O0164,C006,2026-08-11 09:00:00,13125.90,paid,delivered
O0165,C033,2026-08-02 20:00:00,5181.03,refunded,cancelled
O0166,C100,2026-08-02 20:00:00,8631.15,paid,shipped
O0167,C048,2026-08-14 12:00:00,18710.04,paid,confirmed
O0168,C050,2026-08-11 05:00:00,12655.98,paid,delivered
O0169,C067,2026-08-09 02:00:00,18312.49,paid,delivered
O0170,C078,2026-08-27 05:00:00,13863.12,paid,confirmed
O0171,C011,2026-08-11 21:00:00,7742.18,paid,shipped
O0172,C092,2026-08-14 05:00:00,17398.24,paid,delivered
O0173,C006,2026-08-24 11:00:00,15562.86,paid,shipped
O0174,C082,2026-08-26 01:00:00,2337.51,paid,delivered
O0175,C047,2026-08-17 23:00:00,17144.56,paid,delivered
O0176,C078,2026-08-22 14:00:00,1351.57,paid,cancelled
O0177,C100,2026-08-21 11:00:00,9371.69,paid,confirmed
O0178,C078,2026-08-05 21:00:00,11522.10,paid,cancelled
O0179,C057,2026-08-25 02:00:00,14560.08,paid,shipped
O0180,C051,2026-08-11 20:00:00,7326.90,paid,delivered
O0181,C095,2026-08-06 15:00:00,13183.76,paid,cancelled
O0182,C016,2026-08-09 08:00:00,17747.93,paid,delivered
O0183,C079,2026-08-10 22:00:00,22952.73,paid,shipped
O0184,C016,2026-08-05 02:00:00,11574.05,paid,delivered
O0185,C057,2026-08-03 21:00:00,24204.25,paid,delivered
O0186,C091,2026-08-03 17:00:00,13782.20,refunded,cancelled
O0187,C021,2026-08-23 22:00:00,23218.45,paid,delivered
O0188,C047,2026-08-17 07:00:00,3472.38,paid,delivered
O0189,C018,2026-08-08 15:00:00,1142.96,paid,shipped
O0190,C048,2026-08-15 17:00:00,3678.40,paid,delivered
O0191,C009,2026-08-10 12:00:00,24989.08,paid,delivered
O0192,C068,2026-08-14 13:00:00,20670.82,paid,delivered
O0193,C041,2026-08-21 02:00:00,11523.38,paid,confirmed
O0194,C045,2026-08-05 17:00:00,16173.95,paid,delivered
O0195,C017,2026-08-14 16:00:00,22811.45,paid,shipped
O0196,C016,2026-08-17 04:00:00,7950.05,paid,confirmed
O0197,C091,2026-08-08 11:00:00,23712.34,paid,confirmed
O0198,C037,2026-08-28 02:00:00,6638.83,paid,delivered
O0199,C071,2026-08-09 04:00:00,15812.05,paid,delivered
O0200,C012,2026-08-17 20:00:00,4630.58,paid,delivered
O0201,C022,2026-08-22 19:00:00,-500.00,paid,cancelled
O0202,C073,2026-08-02 00:00:00,2488.96,paid,delivered
O0203,C084,2026-08-07 18:00:00,10705.38,refunded,cancelled
O0204,C064,2026-08-29 20:00:00,13865.65,paid,delivered
O0205,C039,2026-08-16 07:00:00,20213.86,paid,delivered
O0206,C039,2026-08-15 02:00:00,17370.03,paid,delivered
O0207,C054,2026-08-16 14:00:00,5497.56,paid,confirmed
O0208,C041,2026-08-28 22:00:00,8322.25,paid,delivered
O0209,C052,2026-08-05 11:00:00,13116.01,refunded,cancelled
O0210,C031,2026-08-15 03:00:00,7052.06,paid,confirmed
O0211,C013,2026-08-02 09:00:00,23660.93,paid,shipped
O0212,C054,2026-08-08 05:00:00,20429.21,paid,delivered
O0213,C025,2026-08-25 05:00:00,12706.51,refunded,cancelled
O0214,C064,2026-08-29 09:00:00,12684.57,paid,delivered
O0215,C051,2026-08-17 14:00:00,24182.82,paid,confirmed
O0216,C046,2026-08-02 01:00:00,7392.23,paid,shipped
O0217,C084,2026-08-22 15:00:00,7499.84,paid,delivered
O0218,C014,2026-08-14 04:00:00,22119.17,paid,confirmed
O0219,C098,2026-08-13 11:00:00,1607.44,paid,delivered
O0220,C072,2026-08-07 11:00:00,14052.96,paid,confirmed
O0221,C065,2026-08-15 17:00:00,7352.16,paid,confirmed
O0222,C017,2026-08-04 12:00:00,9642.36,paid,cancelled
O0223,C097,2026-08-05 06:00:00,15259.34,refunded,cancelled
O0224,C006,2026-08-02 01:00:00,3856.39,paid,delivered
O0225,C061,2026-08-17 14:00:00,4148.05,paid,shipped
O0226,C018,2026-08-11 19:00:00,8302.99,paid,delivered
O0227,C079,2026-08-24 09:00:00,15045.25,paid,shipped
O0228,C066,2026-08-18 15:00:00,17863.13,paid,delivered
O0229,C003,2026-08-12 10:00:00,17007.26,paid,shipped
O0230,C093,2026-08-28 22:00:00,15915.88,refunded,cancelled
O0231,C034,2026-08-31 20:00:00,19680.15,paid,delivered
O0232,C074,2026-08-08 23:00:00,1757.20,paid,delivered
O0233,C068,2026-08-21 23:00:00,15682.53,paid,delivered
O0234,C019,2026-08-27 21:00:00,6432.82,paid,delivered
O0235,C090,2026-08-04 06:00:00,962.97,paid,delivered
O0236,C020,2026-08-14 22:00:00,5494.35,paid,shipped
O0237,C079,2026-08-30 15:00:00,21883.03,paid,delivered
O0238,C008,2026-08-23 04:00:00,13206.74,paid,delivered
O0239,C085,2026-08-16 16:00:00,9731.21,paid,delivered
O0240,C069,2026-08-11 17:00:00,9179.03,refunded,cancelled
O0241,C093,2026-08-22 20:00:00,20188.49,paid,delivered
O0242,C062,2026-08-07 07:00:00,7334.66,paid,shipped
O0243,C039,2026-08-25 09:00:00,17769.07,paid,shipped
O0244,C063,2026-08-11 15:00:00,9044.68,paid,delivered
O0245,C037,2026-08-04 18:00:00,17076.25,refunded,cancelled
O0246,C051,2026-08-27 11:00:00,23886.92,paid,shipped
O0247,C038,2026-08-02 09:00:00,23904.19,paid,delivered
O0248,C057,2026-08-21 08:00:00,18808.79,paid,confirmed
O0249,C069,2026-08-09 17:00:00,17555.20,paid,shipped
O0250,C079,2026-08-24 18:00:00,6361.41,paid,confirmed
O0251,C068,2026-08-08 20:00:00,6203.50,paid,confirmed
O0252,C043,2026-08-23 15:00:00,2962.35,paid,confirmed
O0253,C001,2026-08-31 17:00:00,24457.81,paid,delivered
O0254,C084,2026-08-30 15:00:00,12196.49,paid,confirmed
O0255,C037,2026-08-11 09:00:00,16323.50,paid,shipped
O0256,C012,2026-08-21 18:00:00,6188.39,paid,delivered
O0257,C005,2026-08-30 05:00:00,10737.18,paid,delivered
O0258,C005,2026-08-27 12:00:00,19804.04,paid,delivered
O0259,C096,2026-08-31 09:00:00,21979.21,paid,shipped
O0260,C073,2026-08-20 03:00:00,23246.14,paid,confirmed
O0261,C059,2026-08-21 17:00:00,13344.80,paid,shipped
O0262,C018,2026-08-28 16:00:00,11965.51,paid,delivered
O0263,C015,2026-08-11 05:00:00,18411.42,paid,shipped
O0264,C092,2026-08-06 00:00:00,18546.14,paid,delivered
O0265,C073,2026-08-22 06:00:00,4798.63,paid,delivered
O0266,C052,2026-08-27 13:00:00,13123.38,paid,delivered
O0267,C086,2026-08-04 05:00:00,24550.29,paid,confirmed
O0268,C032,2026-08-01 08:00:00,9896.57,paid,delivered
O0269,C035,2026-08-31 10:00:00,7896.67,paid,delivered
O0270,C002,2026-08-09 20:00:00,9308.03,paid,delivered
O0271,C086,2026-08-04 14:00:00,8015.76,paid,shipped
O0272,C065,2026-08-30 22:00:00,19360.11,paid,delivered
O0273,C082,2026-08-30 09:00:00,9503.83,paid,delivered
O0274,C018,2026-08-16 04:00:00,11645.98,paid,shipped
O0275,C054,2026-08-23 17:00:00,22862.52,refunded,cancelled
O0276,C086,2026-08-27 06:00:00,19164.56,paid,delivered
O0277,C077,2026-08-28 02:00:00,13373.91,paid,delivered
O0278,C047,INVALID_DATE,3248.12,paid,delivered
O0279,C065,2026-08-07 18:00:00,13647.17,paid,delivered
O0280,C067,2026-08-15 03:00:00,17166.23,paid,confirmed
O0281,C063,2026-08-03 16:00:00,11413.33,paid,delivered
O0282,C017,2026-08-17 13:00:00,11690.56,paid,confirmed
O0283,C060,2026-08-22 09:00:00,18219.36,paid,confirmed
O0284,C001,2026-08-24 06:00:00,14667.63,paid,shipped
O0285,C045,2026-08-23 02:00:00,13757.51,paid,confirmed
O0286,C009,2026-08-30 15:00:00,1276.50,paid,confirmed
O0287,C099,2026-08-05 20:00:00,24468.17,paid,delivered
O0288,C054,2026-08-12 12:00:00,11488.16,paid,delivered
O0289,C049,2026-08-13 02:00:00,17225.89,paid,delivered
O0290,C070,2026-08-05 20:00:00,21576.02,paid,delivered
O0291,C069,2026-08-13 16:00:00,3619.00,paid,confirmed
O0292,C097,2026-08-01 09:00:00,11842.60,paid,cancelled
O0293,C055,2026-08-18 12:00:00,20671.33,paid,delivered
O0294,C045,2026-08-05 08:00:00,5116.77,paid,shipped
O0295,C098,2026-08-04 01:00:00,20331.22,paid,delivered
O0296,C099,2026-08-30 00:00:00,6395.32,paid,delivered
O0297,C077,2026-08-02 14:00:00,15144.73,paid,confirmed
O0298,C007,2026-08-08 23:00:00,1582.80,paid,delivered
O0299,C070,2026-08-07 01:00:00,3932.32,paid,delivered
O0300,C094,2026-08-19 10:00:00,14647.13,paid,cancelled
O0301,C042,2026-08-08 09:00:00,21967.33,paid,delivered
O0302,C053,2026-08-10 08:00:00,1992.46,paid,cancelled
O0303,C081,2026-08-22 13:00:00,14117.34,paid,cancelled
O0304,C045,2026-08-31 20:00:00,16946.89,paid,confirmed
O0305,C041,2026-08-23 13:00:00,10501.35,paid,delivered
O0306,C024,2026-08-25 17:00:00,12100.21,paid,shipped
O0307,C039,2026-08-28 22:00:00,4035.62,paid,delivered
O0308,C008,2026-08-18 13:00:00,24209.76,paid,delivered
O0309,C018,2026-08-13 07:00:00,6746.39,paid,delivered
O0310,C011,2026-08-30 14:00:00,21253.77,paid,shipped
O0311,C093,2026-08-27 06:00:00,1761.65,paid,confirmed
O0312,C078,2026-08-20 01:00:00,21902.70,paid,shipped
O0313,C098,2026-08-19 23:00:00,16949.54,paid,shipped
O0314,C027,2026-08-28 10:00:00,7927.11,paid,shipped
O0315,C028,2026-08-30 06:00:00,24069.90,paid,delivered
O0316,C097,2026-08-16 07:00:00,17541.84,paid,confirmed
O0317,C051,2026-08-30 07:00:00,14024.94,paid,delivered
O0318,C049,2026-08-15 17:00:00,16392.67,paid,delivered
O0319,C047,2026-08-17 15:00:00,11916.10,paid,shipped
O0320,C093,2026-08-16 10:00:00,22900.10,paid,delivered
O0321,C053,2026-08-02 18:00:00,21669.08,paid,shipped
O0322,C003,2026-08-09 17:00:00,23400.58,paid,delivereddddd
O0323,C054,2026-08-10 04:00:00,5305.70,paid,delivered
O0324,C073,2026-08-27 07:00:00,12731.89,paid,shipped
O0325,C088,2026-08-11 08:00:00,19201.34,paid,delivered
O0326,C093,2026-08-21 23:00:00,12518.59,paid,delivered
O0327,C046,2026-08-06 04:00:00,18146.68,paid,confirmed
O0328,C070,2026-08-21 01:00:00,13335.64,paid,delivered
O0329,C010,2026-08-31 21:00:00,1687.60,paid,delivered
O0330,C018,2026-08-27 20:00:00,6169.12,paid,confirmed
O0331,C002,2026-08-07 16:00:00,11671.24,paid,delivered
O0332,C082,2026-08-22 19:00:00,22861.41,paid,confirmed
O0333,C003,2026-08-01 17:00:00,14014.27,paid,delivered
O0334,C068,2026-08-24 08:00:00,13624.58,paid,confirmed
O0335,C065,2026-08-27 22:00:00,17012.81,paid,shipped
O0336,C023,2026-08-04 03:00:00,13346.44,paid,delivered
O0337,C080,2026-08-17 08:00:00,20471.75,paid,shipped
O0338,C051,2026-08-03 11:00:00,24001.80,paid,shipped
O0339,C032,2026-08-23 07:00:00,7848.38,paid,delivered
O0340,C011,2026-08-21 20:00:00,19108.85,paid,delivered
O0341,C049,2026-08-13 17:00:00,12161.12,paid,confirmed
O0342,C090,2026-08-06 02:00:00,12745.53,paid,delivered
O0343,C043,2026-08-19 03:00:00,22421.38,paid,delivered
O0344,C030,2026-08-07 22:00:00,22244.08,paid,delivered
O0345,C006,2026-08-30 02:00:00,17267.50,paid,delivered
O0346,C070,2026-08-19 21:00:00,1305.09,paid,shipped
O0347,C003,2026-08-31 06:00:00,14881.38,refunded,cancelled
O0348,C092,2026-08-27 12:00:00,23256.44,paid,delivered
O0349,C073,2026-08-08 18:00:00,20947.94,paid,shipped
O0350,C070,2026-08-11 12:00:00,19011.43,paid,shipped
O0351,C089,2026-08-24 02:00:00,12768.42,paid,confirmed
O0352,C013,2026-08-14 07:00:00,21046.53,paid,cancelled
O0353,C099,2026-08-20 19:00:00,10218.22,paid,shipped
O0354,C004,2026-08-21 08:00:00,19695.93,paid,delivered
O0355,C030,2026-08-12 17:00:00,23557.00,paid,delivered
O0356,C088,2026-08-19 21:00:00,9810.78,paid,delivered
O0357,C038,2026-08-26 07:00:00,17970.16,paid,delivered
O0358,C020,2026-08-13 22:00:00,19704.31,paid,confirmed
O0359,C050,2026-08-11 11:00:00,3109.50,paid,confirmed
O0360,C040,2026-08-15 11:00:00,19151.99,paid,confirmed
O0361,C012,2026-08-06 13:00:00,11495.67,paid,confirmed
O0362,C053,2026-08-04 00:00:00,2694.66,paid,delivered
O0363,C077,2026-08-20 10:00:00,21660.10,paid,delivered
O0364,C053,2026-08-13 02:00:00,18257.67,paid,confirmed
O0365,C032,2026-08-19 16:00:00,4653.78,paid,delivered
O0366,C018,2026-08-09 09:00:00,7074.97,paid,shipped
O0367,C022,2026-08-14 08:00:00,10816.01,paid,confirmed
O0368,C010,2026-08-12 08:00:00,23632.45,paid,delivered
O0369,C064,2026-08-20 19:00:00,5289.93,paid,delivered
O0370,C039,2026-08-01 12:00:00,8638.32,paid,confirmed
O0371,C043,2026-08-15 10:00:00,11049.10,paid,delivered
O0372,C084,2026-08-20 04:00:00,7859.66,paid,delivered
O0373,C089,2026-08-07 15:00:00,8196.49,paid,delivered
O0374,C038,2026-08-24 22:00:00,16005.11,refunded,cancelled
O0375,C042,2026-08-13 08:00:00,20503.12,paid,cancelled
O0376,C015,2026-08-30 18:00:00,5394.10,paid,shipped
O0377,C088,2026-08-25 17:00:00,1158.44,paid,cancelled
O0378,C091,2026-08-07 14:00:00,20042.30,paid,delivered
O0379,C009,2026-08-27 13:00:00,16986.95,paid,delivered
O0380,C039,2026-08-08 08:00:00,16636.24,paid,confirmed
O0381,C049,2026-08-03 14:00:00,24771.17,paid,delivered
O0382,C052,2026-08-18 16:00:00,23124.65,paid,delivered
O0383,C054,2026-08-18 01:00:00,19871.66,paid,delivered
O0384,C069,2026-08-20 20:00:00,22901.83,paid,shipped
O0385,C032,2026-08-22 21:00:00,9196.72,paid,confirmed
O0386,C006,2026-08-19 20:00:00,17097.06,paid,delivered
O0387,C097,2026-08-11 13:00:00,3094.64,paid,shipped
O0388,C029,2026-08-17 23:00:00,13209.55,paid,confirmed
O0389,C074,2026-08-08 14:00:00,9664.93,paid,delivered
O0390,C087,2026-08-19 22:00:00,12760.41,paid,delivered
O0391,C004,2026-08-16 03:00:00,7737.09,paid,shipped
O0392,C015,2026-08-27 23:00:00,3970.04,paid,cancelled
O0393,C059,2026-08-26 06:00:00,13266.31,paid,shipped
O0394,C013,2026-08-15 23:00:00,17569.70,paid,shipped
O0395,C039,2026-08-02 22:00:00,3318.59,paid,shipped
O0396,C083,2026-08-04 21:00:00,20100.23,paid,delivered
O0397,C067,2026-08-06 17:00:00,4422.32,paid,cancelled
O0398,C060,2026-08-08 12:00:00,15928.13,paid,delivered
O0399,C085,2026-08-14 12:00:00,1214.21,paid,shipped
O0400,C026,2026-08-15 18:00:00,11023.04,paid,delivered
O0401,C028,2026-08-07 08:00:00,18930.97,paid,confirmed
O0402,C009,2026-08-19 03:00:00,20086.81,paid,delivered
O0403,C047,2026-08-11 06:00:00,11708.99,paid,delivered
O0404,C063,2026-08-17 20:00:00,8177.40,paid,shipped
O0405,C051,2026-08-19 03:00:00,9023.15,paid,shipped
O0406,C080,2026-08-06 21:00:00,17795.71,paid,delivered
O0407,C079,2026-08-19 02:00:00,16965.70,paid,shipped
O0408,C031,2026-08-10 03:00:00,4983.59,paid,shipped
O0409,C066,2026-08-13 13:00:00,15111.43,paid,delivered
O0410,C055,2026-08-06 15:00:00,16068.79,paid,delivered
O0411,C083,2026-08-30 05:00:00,14094.36,paid,delivered
O0412,C018,2026-08-06 10:00:00,21127.64,paid,delivered
O0413,C046,2026-08-31 00:00:00,12371.92,paid,delivered
O0414,C050,2026-08-31 17:00:00,12882.23,paid,shipped
O0415,C088,2026-08-16 13:00:00,17897.49,paid,delivered
O0416,C022,2026-08-03 18:00:00,1255.09,paid,delivered
O0417,C038,2026-08-02 08:00:00,6007.66,paid,delivered
O0418,C100,2026-08-15 18:00:00,18690.70,paid,shipped
O0419,C071,2026-08-17 03:00:00,14530.49,paid,delivered
O0420,C070,2026-08-27 11:00:00,13779.06,paid,shipped
O0421,C098,2026-08-24 14:00:00,13884.66,paid,delivered
O0422,C095,2026-08-27 20:00:00,18906.96,paid,cancelled
O0423,C005,2026-08-15 08:00:00,9039.14,paid,shipped
O0424,C057,2026-08-28 03:00:00,19501.98,paid,delivered
O0425,C095,2026-08-19 22:00:00,9089.46,paid,shipped
O0426,C081,2026-08-14 05:00:00,15594.70,paid,delivered
O0427,C027,2026-08-26 01:00:00,14465.82,paid,delivered
O0428,C077,2026-08-18 05:00:00,8428.51,paid,delivered
O0429,C038,2026-08-19 08:00:00,23832.73,paid,delivered
O0430,C087,2026-08-27 03:00:00,3820.93,paid,delivered
O0431,C053,2026-08-30 01:00:00,24814.91,paid,delivered
